Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
SS59911,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1038/s41586-020-2055-9,"Wang, Wang; 2020",3032288,pC1,,VT002064-x-BJD_dsx,"w; VT002064-p65ADZp in attP2, dsx-ZpGdbd/TM6B"
SS65422,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2055-9,"Wang, Wang; 2020",3035317,oviIN,"423101189, 485934965",GMR_68A10-x-VT010054,w; 68A10-p65ADZp in attP40/CyO; VT010054-ZpGdbd in attP2/TM6B
SS65423,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2055-9,"Wang, Wang; 2020",3035318,oviIN,"423101189, 485934965",VT026347-x-VT026035,w; 26347-p65ADZp in attP40/CyO; VT026035-ZpGdbd in attP2/TM6B
SS65426,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2055-9,"Wang, Wang; 2020",3035321,oviIN,"423101189, 485934965",VT043086-x-VT034612,w; 43086-p65ADZp in attP40/CyO; VT034612-ZpGdbd in attP2/TM6B
SS50200,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3028340,vpoDN,5813057864,GMR_31D07-x-GMR_52F12,w; 31D07-p65ADZp in attP40/CyO; 52F12-ZpGdbd in attP2
SS50795,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3028346,vpoDN,5813057864,VT045670-x-GMR_52F12,w; 45670-p65ADZp in attP40/CyO; 52F12-ZpGdbd in attP2
SS50911,Adult,Kaiyu Wang,Dickson,3,Y,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3027888,SPSN,,VT058873-x-VT033490,w; VT058873-p65ADZp in attP40; VT033490-ZpGdbd in attP2
SS57877,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3030964,vpoIN,,VT058716-x-VT008473,w; VT058716-p65ADZp in attP40/CyO::Tb-RFP; VT008473-ZpGdbd in attP2/TM6B
SS57878,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3030965,vpoIN,,GMR_12D09-x-VT008473,w; 12D09-p65ADZp in attP40; VT008473-ZpGdbd in attP2
SS60199,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3032512,vpoEN,"1570922129, 5813027266",VT017181-x-VT002215,w; 17181-p65ADZp in attP40/CyO; VT002215-ZpGdbd in attP2/TM6B
SS60200,Adult,Kaiyu Wang,Dickson,1,Y,No,Yes,10.1038/s41586-020-2972-7,"Wang, Wang; 2021",3032513,vpoEN,"1570922129, 5813027266",VT017181-x-VT006537,w; 17181-p65ADZp in attP40/CyO; VT006537-ZpGdbd in attP2/TM6B
SS45323,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-023-06271-6,Vijayan; 2023,3030083,"SEZ_LN, aSP17?",,VT019330-x-VT016254,w[1118]; P{y[+t7.7] w[+mC]=VT019330-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT016254-GAL4.DBD}attP2
SS69505,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1038/s41586-023-06271-6,Vijayan; 2023,3037631,pMP_PN,,VT008474-x-VT005534,w[1118]; P{y[+t7.7] w[+mC]=VT008474-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT005534-GAL4.DBD}attP2
SS66162,Adult,DI,DI,1,N,No,No,10.1038/s41586-024-07222-5,Gorko; 2024,3037175,NMN,,GMR_71D08-x-VT026771,w[1118]; P{y[+t7.7] w[+mC]=R71D08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026771-GAL4.DBD}attP2
SS66192,Adult,DI,DI,2,N,No,No,10.1038/s41586-024-07222-5,Gorko; 2024,3037187,NMN,,GMR_14D05-x-VT019720,"w[1118]; P{y[+t7.7] w[+mC]=R14D05-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019720-GAL4.DBD}attP2/TM6B, Tb[1]"
SS66201,Adult,DI,DI,2,N,No,No,10.1038/s41586-024-07222-5,Gorko; 2024,3037188,NMN,,GMR_14D05-x-VT019723,"w[1118]; P{y[+t7.7] w[+mC]=R14D05-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT019723-GAL4.DBD}attP2/TM6B, Tb[1]"
SS59453,Adult,Gerry Rubin,Rubin,1,Y,No,No,10.1101/2021.07.23.453511,Mais; 2021,3032430,pC1e,514850616,GMR_60G04-x-GMR_35C10,w[1118]; P{y[+t7.7] w[+mC]=R60G04-p65.AD}attP40; P{y[+t7.7] w[+mC]=R35C10-GAL4.DBD}attP2
SS01010,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1101/2022.12.14.520178,Zhao; 2022,NA,H2,,GMR_32A11-x-GMR_81E05,w; 32A11-p65ADZp in attP40; 81E05-ZpGdbd in attP2
SS25478,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028630,HUL012 16A,159206,VT025966-x-VT013121,w[1118]; P{y[+t7.7] w[+mC]=VT025966-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT013121-GAL4.DBD}attP2
SS25482,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028847,WBL006 18B,15292,VT044959-x-VT049281,"w[1118]; P{y[+t7.7] w[+mC]=VT044959-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT049281-GAL4.DBD}attP2/TM6B, Tb[1]"
SS25500,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028854,"HUL011 16A, HUL012 16A","25908, 159206",VT058688-x-VT018834,"w[1118]; P{y[+t7.7] w[+mC]=VT058688-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT018834-GAL4.DBD}attP2/TM6B, Tb[1]"
SS25502,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028459,"HUL002 2A, HUL005 2A, HUL006 2A","19838, 28854, 30628",VT026761-x-VT026338,w[1118]; P{y[+t7.7] w[+mC]=VT026761-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026338-GAL4.DBD}attP2
SS25511,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028858,WUL006 11B,30748,VT032906-x-VT026663,w[1118]; P{y[+t7.7] w[+mC]=VT032906-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026663-GAL4.DBD}attP2
SS25521,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028859,"WBI001 19B, WBI002 19B","15626, 18477",VT060731-x-VT033912,w[1118]; P{y[+t7.7] w[+mC]=VT060731-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT033912-GAL4.DBD}attP2
SS25532,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028864,"hDVMN, hi1 MN, hi2 MN","14322, 17022, 16222",VT025783-x-VT041692,w[1118]; P{y[+t7.7] w[+mC]=VT025783-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT041692-GAL4.DBD}attP2
SS25553,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028869,"NBI008 6B, NBI009 6B, WBI011 6A","153964, 24082, 17089",VT008133-x-VT044655,w[1118]; P{y[+t7.7] w[+mC]=VT008133-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT044655-GAL4.DBD}attP2
SS28361,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028889,C2BI004 7B,21129,VT037863-x-GMR_17A10,w[1118]; P{y[+t7.7] w[+mC]=VT037863-p65.AD}attP40; P{y[+t7.7] w[+mC]=R17A10-GAL4.DBD}attP2
SS29535,Adult,Jim Truman,Truman,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027682,"HBI011 8B, HBI012 08B","24221, 25288",VT044650-x-GMR_83A11,w[1118]; P{y[+t7.7] w[+mC]=VT044650-p65.AD}attP40; P{y[+t7.7] w[+mC]=R83A11-GAL4.DBD}attP2
SS29600,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028898,WBI021,21755,VT007746-x-VT024620,w[1118]; P{y[+t7.7] w[+mC]=VT007746-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT024620-GAL4.DBD}attP2
SS29602,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028899,"HBI018 3B, HBI019 3B, HBI020 3B","10251, 10183, 10668",VT014014-x-VT037825,w[1118]; P{y[+t7.7] w[+mC]=VT014014-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT037825-GAL4.DBD}attP2
SS29871,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028461,"WUI004, WBI021","15856, 21755",GMR_24F06-x-GMR_22B12,"w[1118]; P{y[+t7.7] w[+mC]=R24F06-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R22B12-GAL4.DBD}attP2"
SS30330,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028917,"NBI003 6A, NBI004 6A","154367, 22994",VT014604-x-GMR_37H01,w[1118]; P{y[+t7.7] w[+mC]=VT014604-p65.AD}attP40; P{y[+t7.7] w[+mC]=R37H01-GAL4.DBD}attP2
SS30816,Adult,Jim Truman,Truman,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3025352,"C2BL001 0A, C2BL002 0A, 19B","21011, 20938",VT031084-x-VT040003,"w[1118]; P{y[+t7.7] w[+mC]=VT031084-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT040003-GAL4.DBD}attP2"
SS31246,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028562,HBI014 19B,27381,VT038171-x-VT021780,w[1118]; P{y[+t7.7] w[+mC]=VT038171-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT021780-GAL4.DBD}attP2
SS31259,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026299,"WBL030 3B, WBI018 11B, WBI019 11B","16142, 20190, 18653",VT008182-x-VT022091,w[1118]; P{y[+t7.7] w[+mC]=VT008182-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT022091-GAL4.DBD}attP2
SS31263,Adult,Erica Ehrhardt,DI,2,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030760,"WBL006 18B, WBL007 18B","15292, 13645",VT026387-x-VT030598,"w[1118]; P{y[+t7.7] w[+mC]=VT026387-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT030598-GAL4.DBD}attP2"
SS31274,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028933,"HUL011 16A, HUL012 16A","25908, 159206",VT025966-x-VT043137,"w[1118]; P{y[+t7.7] w[+mC]=VT025966-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043137-GAL4.DBD}attP2/TM6B, Tb[1]"
SS31289,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029157,"C2BI008 7B, C2BI009 7B","21813, 21493",GMR_34H12-x-VT016461,"w[1118]; P{y[+t7.7] w[+mC]=R34H12-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT016461-GAL4.DBD}attP2"
SS31290,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030800,"C2BI006 7B, C2BI008 7B, C2BI009 7B, C2BI010 7B","23748, 21813, 21493, 22311",GMR_34H12-x-GMR_77H08,"w[1118]; P{y[+t7.7] w[+mC]=R34H12-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R77H08-GAL4.DBD}attP2/TM6B, Tb[1]"
SS31309,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028377,"WBL006 18B, WBL007 18B, NBI007 6A","15292, 13645, 37267",GMR_72G07-x-VT044959,w[1118]; P{y[+t7.7] w[+mC]=R72G07-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT044959-GAL4.DBD}attP2
SS31541,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028390,"DLMNs, DVMNs","10589, 10014, 10088, 10592, 10892, 14898, 38723486729, 10733, 15098, 162114, 11776",VT025783-x-VT021842,w[1118]; P{y[+t7.7] w[+mC]=VT025783-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT021842-GAL4.DBD}attP2
SS31899,Adult,Jim Truman,Truman,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027687,NBI002 07B,24473,GMR_26H04-x-GMR_46A10,w[1118]; P{y[+t7.7] w[+mC]=R26H04-p65.AD}attP40; P{y[+t7.7] w[+mC]=R46A10-GAL4.DBD}attP2
SS31950,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028396,"DLMNs, DVMNs","10589, 10014, 10088, 10592, 10892, 14898, 38723486729, 10733, 15098, 162114, 11776",VT014607-x-GMR_11D09,w[1118]; P{y[+t7.7] w[+mC]=VT014607-p65.AD}attP40; P{y[+t7.7] w[+mC]=R11D09-GAL4.DBD}attP2
SS31997,Adult,DI,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3025427,Power muscle motor neuron population,,GMR_22A12-x-VT014607,w[1118]; P{y[+t7.7] w[+mC]=R22A12-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014607-GAL4.DBD}attP2
SS32023,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028401,hg1 MN,10011,GMR_91C05-x-GMR_75F02,"w[1118]; P{y[+t7.7] w[+mC]=R91C05-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R75F02-GAL4.DBD}attP2"
SS32377,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028654,HBI015 19B,18282,VT040003-x-VT019902,w[1118]; P{y[+t7.7] w[+mC]=VT040003-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019902-GAL4.DBD}attP2
SS32400,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028961,"NBI003 6A, NBI004 6A","154367, 22994",VT014604-x-VT034622,w[1118]; P{y[+t7.7] w[+mC]=VT014604-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT034622-GAL4.DBD}attP2
SS33409,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028463,"WUL003 11B, WUL004 11B, WUL005 11B, WUL006 11B","163051, 28381, 26369, 30748",VT050238-x-VT043015,w[1118]; P{y[+t7.7] w[+mC]=VT050238-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT043015-GAL4.DBD}attP2
SS33437,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026300,"WBI001 19B, WBI002 19B","15626, 18477",VT060731-x-VT019730,w[1118]; P{y[+t7.7] w[+mC]=VT060731-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019730-GAL4.DBD}attP2
SS33489,Adult,Erica Ehrhardt,DI,2,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3028992,XBI001 5B,25508,GMR_22B12-x-GMR_26C06,w[1118]; P{y[+t7.7] w[+mC]=R22B12-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R26C06-GAL4.DBD}attP2
SS34781,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3025861,i2 MN,10145,GMR_74F04-x-GMR_42H07,w; 74F04-p65ADZp in attP40; 42H07-ZpGdbd in attP2/TM6B
SS34789,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3025867,leg MN,,VT064565-x-GMR_73C03,"w[1118]; P{y[+t7.7] w[+mC]=VT064565-p65.AD}attP40; P{y[+t7.7] w[+mC]=R73C03-GAL4.DBD}attP2/TM6B, Tb[1]"
SS36076,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029044,"tp1 MN, hi2 MN","10778, 16222",VT008277-x-VT005002,w[1118]; P{y[+t7.7] w[+mC]=VT008277-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT005002-GAL4.DBD}attP2
SS36094,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030753,LBI10,,GMR_48D11-x-VT019771,w[1118]; P{y[+t7.7] w[+mC]=R48D11-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019771-GAL4.DBD}attP2
SS37231,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026052,"hi1 MN, hi2 MN","17022, 16222",GMR_11C05-x-GMR_58H05,w[1118]; P{y[+t7.7] w[+mC]=R11C05-p65.AD}attP40; P{y[+t7.7] w[+mC]=R58H05-GAL4.DBD}attP2
SS37233,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026042,"WBL034 19B, WBL035 19B, WBL038 19B","14625, 22530, 23462",GMR_12E04-x-VT046011,w[1118]; P{y[+t7.7] w[+mC]=R12E04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT046011-GAL4.DBD}attP2
SS37246,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026050,i2 MN,10145,GMR_23C02-x-GMR_42H07,"w[1118]; P{y[+t7.7] w[+mC]=R23C02-p65.AD}attP40; P{y[+t7.7] w[+mC]=R42H07-GAL4.DBD}attP2/TM6B, Tb[1]"
SS37252,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026041,"hg2 MN, hg3 MN","12927, 10130",GMR_25C08-x-VT043701,w[1118]; P{y[+t7.7] w[+mC]=R25C08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043701-GAL4.DBD}attP2
SS37253,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026043,"hg2 MN, hg3 MN, hDVMN, hi1 MN, T2VUM3","12927, 10931, 14322, 17022, 11919",GMR_25C08-x-VT021379,w; 25C08-p65ADZp in attP40; VT021379-ZpGdbd in attP2
SS37262,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026044,leg local interneuron,,GMR_33H04-x-VT055068,w[1118]; P{y[+t7.7] w[+mC]=R33H04-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT055068-GAL4.DBD}attP2
SS37296,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026049,leg ascending neuron,,GMR_42B09-x-GMR_18H03,w[1118]; P{y[+t7.7] w[+mC]=R42B09-p65.AD}attP40; P{y[+t7.7] w[+mC]=R18H03-GAL4.DBD}attP2
SS37306,Adult,Erica Ehrhardt,DI,4,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026048,"WBL024 3B, WBI016 3B","24632, 160309",GMR_64C05-x-GMR_12E04,w[1118]; P{y[+t7.7] w[+mC]=R12E04-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R64C05-p65.AD}VK00027
SS37984,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3030791,WBI001 19B,15626,VT037805-x-GMR_37E07,w[1118]; P{y[+t7.7] w[+mC]=VT037805-p65.AD}attP40; P{y[+t7.7] w[+mC]=R37E07-GAL4.DBD}attP2
SS40449,Adult,Jim Truman,Truman,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3027301,12A,,VT029592-x-VT016254,w[1118]; P{y[+t7.7] w[+mC]=VT029592-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT016254-GAL4.DBD}attP2
SS40456,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3029165,"WUI006 6B, WUI008 6B, WUI009 6B","21505, 18559, 21009",GMR_22E12-x-VT063559,w[1118]; P{y[+t7.7] w[+mC]=R22E12-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT063559-GAL4.DBD}attP2
SS40778,Adult,Erica Ehrhardt,DI,4,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026597,"WBL035 19B, WBL038 19B","22530, 23462",VT060731-x-VT043294,w[1118]; P{y[+t7.7] w[+mC]=VT060731-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043294-GAL4.DBD}attP2
SS40782,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026612,"WBL001 18B, WBI002 19B","15505, 18477",VT060731-x-GMR_73C07,w[1118]; P{y[+t7.7] w[+mC]=VT060731-p65.AD}attP40; P{y[+t7.7] w[+mC]=R73C07-GAL4.DBD}attP2
SS40851,Adult,Erica Ehrhardt,DI,4,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026632,"hb1 MN, hb2 MN","24257, 49582",VT016988-x-GMR_39E01,"w[1118]; P{y[+t7.7] w[+mC]=VT016988-p65.AD}attP40; P{y[+t7.7] w[+mC]=R39E01-GAL4.DBD}attP2/TM6B, Tb[1]"
SS40865,Adult,Erica Ehrhardt,DI,3,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026599,leg sensory,,GMR_91C05-x-VT042001,"w[1118]; P{y[+t7.7] w[+mC]=R91C05-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT042001-GAL4.DBD}attP2/TM6B, Tb[1]"
SS40867,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026610,"T2VUM1 0B, T2VUM2 0B, T2VUM3 0B, T2VUM4 0B ","10597, 11900, 11919, 12395",GMR_TDC2-x-VT027316,w[1118]; P{y[+t7.7] w[+mC]=Tdc2-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT027316-GAL4.DBD}attP2
SS40868,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026629,"T2VUM1 0B, T2VUM3 0B","10597, 11919",GMR_TDC2-x-GMR_25C01,w[1118]; P{y[+t7.7] w[+mC]=Tdc2-p65.AD}attP40; P{y[+t7.7] w[+mC]=R25C01-GAL4.DBD}attP2
SS40980,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026638,"b1 MN, iii1 MN, iii3 MN","10017, 10129, 10287",VT057058-x-GMR_47F01,w[1118]; P{y[+t7.7] w[+mC]=VT057058-p65.AD}attP40; P{y[+t7.7] w[+mC]=R47F01-GAL4.DBD}attP2
SS41027,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026367,"tt MN, b2 MN, i1 MN,  iii4 MN","10110, 10064, 10115, 13365",GMR_33F10-x-GMR_75F02,w[1118]; P{y[+t7.7] w[+mC]=R33F10-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75F02-GAL4.DBD}attP2
SS41034,Adult,Erica Ehrhardt,DI,1,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026352,leg sensory,,GMR_38A10-x-GMR_12G01,w[1118]; P{y[+t7.7] w[+mC]=R38A10-p65.AD}attP40; P{y[+t7.7] w[+mC]=R12G01-GAL4.DBD}attP2
SS41039,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026613,"i1 MN, C2BI003 7B","10115, 18297",GMR_38D03-x-GMR_93E02,w[1118]; P{y[+t7.7] w[+mC]=R38D03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R93E02-GAL4.DBD}attP2
SS41041,Adult,Erica Ehrhardt,DI,2,N,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026354,HUL001 2A,152403,GMR_41A07-x-GMR_12G01,w[1118]; P{y[+t7.7] w[+mC]=R41A07-p65.AD}attP40; P{y[+t7.7] w[+mC]=R12G01-GAL4.DBD}attP2
SS41052,Adult,Erica Ehrhardt,DI,2,Y,No,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026634,tp1 MN,10778,GMR_52E06-x-GMR_39G05,w; 52E06-p65ADZp in attP40; 39G05-ZpGDBD in attP2
SS41068,Adult,Erica Ehrhardt,DI,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026335,DVMNs,"38723486729, 10733, 15098, 162114, 11776",GMR_70B07-x-GMR_74D06,w[1118]; P{y[+t7.7] w[+mC]=R70B07-p65.AD}attP40; P{y[+t7.7] w[+mC]=R74D06-GAL4.DBD}attP2
SS41075,Adult,Yoshi Aso,Aso,1,N,Yes,No,10.1101/2023.05.31.542897,"Ehrhardt, Whitehead; 2023",3026344,,,GMR_93E02-x-GMR_22A12,"w[1118]; P{y[+t7.7] w[+mC]=R93E02-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R22A12-GAL4.DBD}attP2"
